company,time,area,location,waste_generated,quality_grade,selling_price
Adani Group,19/03/2021,4884,Kolkata,86.0,Q1,226519
Adani Group,17/12/2021,2923,Mumbai,89.0,Q2,256594
Reliance Industries,04/11/2022,3414,Kolkata,61.0,Q1,162058
Tata Group,11/02/2022,2919,Delhi,86.0,Q1,246261
Satya Papers,17/03/2023,3770,Kolkata,135.0,Q3,355251
Adani Group,09/09/2022,1777,Delhi,56.0,Q2,160684
Infosys,30/04/2021,2094,Bangalore,67.0,Q2,191957
Reliance Industries,26/11/2021,3612,Chennai,76.0,Q1,200798
Adani Group,23/04/2021,4772,Bangalore,57.0,Q1,162728
Reliance Industries,03/06/2022,4725,Bangalore,90.0,Q1,257897
Infosys,05/11/2021,4516,Bangalore,98.0,Q1,282340
Infosys,07/07/2023,1653,Bangalore,76.0,Q2,218801
Satya Papers,10/03/2023,1410,Delhi,27.0,Q1,79047
Infosys,27/08/2021,4115,Delhi,118.0,Q3,338635
Infosys,13/10/2023,2437,Delhi,47.0,Q1,135875
Adani Group,06/10/2023,2390,Bangalore,62.0,Q1,179197
Satya Papers,25/02/2022,1643,Mumbai,56.0,Q2,161817
Adani Group,23/04/2021,1049,Delhi,52.0,Q2,148388
Adani Group,25/02/2022,3148,Mumbai,75.0,Q2,216945
Infosys,29/04/2022,4193,Bangalore,90.0,Q1,259652
Infosys,23/04/2021,4084,Bangalore,97.0,Q2,277969
Reliance Industries,27/10/2023,4834,Chennai,115.0,Q3,304770
Reliance Industries,09/12/2022,4250,Kolkata,108.0,Q3,284288
Adani Group,24/06/2022,2229,Delhi,56.0,Q2,162620
Infosys,15/12/2023,2899,Bangalore,66.0,Q2,191297
Adani Group,08/04/2022,1240,Kolkata,53.0,Q2,140726
Adani Group,22/07/2022,3777,Bangalore,77.0,Q1,220714
Tata Group,22/10/2021,4865,Delhi,108.0,Q3,311915
Tata Group,28/07/2023,3669,Mumbai,85.0,Q1,244385
Infosys,27/10/2023,2552,Delhi,82.0,Q2,236432
Reliance Industries,20/01/2023,1011,Kolkata,34.0,Q1,90891
Adani Group,23/06/2023,1150,Kolkata,68.0,Q2,180297
Reliance Industries,07/10/2022,4331,Delhi,55.0,Q1,158016
Reliance Industries,22/10/2021,1215,Chennai,52.0,Q2,136082
Reliance Industries,22/09/2023,4888,Chennai,91.0,Q1,241138
Infosys,26/08/2022,3222,Kolkata,109.0,Q3,287706
Reliance Industries,01/07/2022,3718,Chennai,40.0,Q1,106668
Adani Group,23/07/2021,2188,Bangalore,88.0,Q2,254027
Tata Group,16/07/2021,4444,Mumbai,96.0,Q1,276741
Reliance Industries,06/08/2021,2266,Delhi,33.0,Q1,93946
Adani Group,26/03/2021,3064,Mumbai,90.0,Q1,260218
Satya Papers,18/11/2022,4584,Chennai,111.0,Q3,293038
Infosys,03/11/2023,2642,Kolkata,96.0,Q1,252312
Satya Papers,12/02/2021,3460,Chennai,78.0,Q2,205096
Adani Group,08/09/2023,2811,Bangalore,90.0,Q2,260109
Adani Group,25/03/2022,1309,Chennai,86.0,Q1,228078
Infosys,16/09/2022,1791,Chennai,45.0,Q1,119404
Satya Papers,17/06/2022,1040,Mumbai,67.0,Q2,193042
Tata Group,11/03/2022,3291,Delhi,71.0,Q1,205798
Tata Group,18/03/2022,2310,Bangalore,51.0,Q2,147828
Satya Papers,28/07/2023,4940,Bangalore,105.0,Q3,302220
Infosys,27/08/2021,1203,Delhi,78.0,Q2,224391
Adani Group,21/07/2023,2169,Kolkata,74.0,Q1,194840
Tata Group,10/09/2021,2008,Kolkata,53.0,Q1,139088
Tata Group,11/06/2021,2789,Kolkata,73.0,Q1,192794
Reliance Industries,15/07/2022,1211,Mumbai,78.0,Q1,225539
Reliance Industries,24/12/2021,3705,Bangalore,72.0,Q1,206279
Satya Papers,13/08/2021,4770,Chennai,109.0,Q3,286558
Tata Group,14/05/2021,4350,Chennai,89.0,Q1,234869
Infosys,22/12/2023,2903,Mumbai,55.0,Q1,159655
Satya Papers,12/08/2022,3915,Bangalore,121.0,Q3,348360
Infosys,03/12/2021,4051,Chennai,89.0,Q2,234482
Reliance Industries,30/09/2022,4969,Kolkata,97.0,Q1,257282
Infosys,29/10/2021,4629,Kolkata,108.0,Q3,285236
Tata Group,18/03/2022,1097,Mumbai,88.0,Q1,253558
Tata Group,23/06/2023,2693,Kolkata,54.0,Q2,142071
Adani Group,28/07/2023,4197,Mumbai,111.0,Q3,318277
Tata Group,16/04/2021,3925,Chennai,71.0,Q2,187569
Infosys,03/12/2021,2772,Bangalore,72.0,Q2,208013
Tata Group,03/06/2022,2576,Kolkata,64.0,Q1,168035
Infosys,28/07/2023,3176,Delhi,59.0,Q2,170355
Satya Papers,09/12/2022,4191,Chennai,107.0,Q3,282141
Adani Group,07/05/2021,1424,Chennai,87.0,Q1,229141
Infosys,16/06/2023,4200,Delhi,58.0,Q1,168061
Tata Group,28/01/2022,3082,Mumbai,63.0,Q2,181570
Reliance Industries,04/11/2022,1099,Bangalore,63.0,Q1,182384
Adani Group,22/09/2023,3349,Chennai,62.0,Q2,164590
Infosys,24/02/2023,2472,Delhi,71.0,Q1,204129
Reliance Industries,02/06/2023,2154,Kolkata,79.0,Q2,209472
Tata Group,01/01/2021,2429,Delhi,72.0,Q2,207181
Adani Group,22/09/2023,2287,Chennai,60.0,Q2,157897
Adani Group,23/07/2021,4664,Chennai,84.0,Q2,220595
Reliance Industries,17/06/2022,4714,Bangalore,88.0,Q2,252695
Adani Group,03/02/2023,3610,Chennai,124.0,Q3,326489
Tata Group,28/01/2022,3419,Mumbai,81.0,Q1,234547
Satya Papers,07/01/2022,4033,Kolkata,92.0,Q1,243178
Adani Group,06/10/2023,1331,Mumbai,84.0,Q2,242506
Infosys,18/06/2021,2310,Kolkata,72.0,Q2,188764
Adani Group,16/09/2022,4884,Chennai,113.0,Q3,299384
Satya Papers,24/02/2023,2113,Delhi,34.0,Q1,97720
Satya Papers,19/02/2021,2831,Bangalore,106.0,Q3,304753
Tata Group,03/12/2021,2407,Bangalore,57.0,Q1,163947
Infosys,24/09/2021,1117,Kolkata,35.0,Q1,93680
Infosys,27/01/2023,1180,Kolkata,49.0,Q1,128270
Adani Group,05/02/2021,3482,Kolkata,103.0,Q3,272865
Reliance Industries,01/04/2022,2379,Mumbai,75.0,Q1,216227
Reliance Industries,29/09/2023,3485,Chennai,103.0,Q3,272730
Satya Papers,08/09/2023,1956,Chennai,117.0,Q3,308888
Adani Group,30/12/2022,2371,Bangalore,72.0,Q2,207671
Tata Group,17/12/2021,2310,Kolkata,114.0,Q3,300194
Tata Group,16/09/2022,3194,Mumbai,96.0,Q1,276685
Adani Group,29/09/2023,4596,Kolkata,71.0,Q1,188363
Reliance Industries,16/06/2023,1406,Bangalore,49.0,Q1,140174
Infosys,19/05/2023,3975,Kolkata,50.0,Q1,131672
Adani Group,24/06/2022,1160,Delhi,88.0,Q2,253043
Satya Papers,19/11/2021,4400,Mumbai,75.0,Q1,215577
Infosys,22/01/2021,4760,Bangalore,105.0,Q3,303305
Infosys,15/07/2022,3649,Delhi,72.0,Q1,208473
Satya Papers,02/04/2021,2078,Bangalore,68.0,Q1,194699
Reliance Industries,15/07/2022,1895,Delhi,63.0,Q1,180238
Adani Group,31/03/2023,4310,Bangalore,100.0,Q3,288112
Reliance Industries,28/10/2022,2519,Mumbai,84.0,Q2,242068
Satya Papers,21/10/2022,2940,Bangalore,103.0,Q3,295510
Tata Group,06/05/2022,3788,Kolkata,116.0,Q3,305094
Satya Papers,22/10/2021,1129,Mumbai,63.0,Q1,182677
Tata Group,21/04/2023,4961,Mumbai,82.0,Q1,236696
Tata Group,26/11/2021,2928,Chennai,57.0,Q1,151570
Satya Papers,12/11/2021,2148,Mumbai,45.0,Q1,130875
Satya Papers,26/08/2022,4886,Kolkata,91.0,Q1,240728
Satya Papers,21/01/2022,4511,Mumbai,104.0,Q3,300329
Satya Papers,30/09/2022,4015,Kolkata,79.0,Q2,209155
Adani Group,21/05/2021,2874,Kolkata,73.0,Q1,192051
Infosys,12/08/2022,3478,Bangalore,111.0,Q3,320715
Infosys,26/11/2021,3015,Bangalore,49.0,Q1,141266
Satya Papers,22/12/2023,1298,Chennai,66.0,Q1,175183
Adani Group,05/05/2023,3498,Delhi,74.0,Q2,212199
Reliance Industries,17/06/2022,3471,Chennai,64.0,Q1,168212
Adani Group,09/07/2021,1680,Bangalore,70.0,Q2,201466
Tata Group,02/12/2022,4691,Kolkata,89.0,Q2,235417
Infosys,17/06/2022,4880,Kolkata,87.0,Q1,228516
Infosys,29/07/2022,4932,Chennai,108.0,Q3,284673
Satya Papers,24/06/2022,4956,Bangalore,112.0,Q3,323597
Satya Papers,22/10/2021,4980,Kolkata,95.0,Q1,250087
Satya Papers,04/11/2022,2269,Kolkata,71.0,Q2,186477
Adani Group,15/10/2021,4603,Kolkata,118.0,Q3,311060
Tata Group,26/02/2021,1213,Kolkata,40.0,Q1,105754
Tata Group,17/02/2023,3978,Delhi,79.0,Q2,228300
Infosys,23/09/2022,1583,Delhi,57.0,Q1,164084
Tata Group,02/07/2021,2641,Chennai,90.0,Q1,238673
Infosys,10/09/2021,2294,Mumbai,91.0,Q2,261027
Infosys,01/04/2022,2200,Chennai,82.0,Q2,215690
Reliance Industries,13/08/2021,1359,Kolkata,56.0,Q2,147161
Tata Group,21/07/2023,2164,Chennai,51.0,Q1,135121
Reliance Industries,02/09/2022,1976,Chennai,56.0,Q2,147819
Reliance Industries,01/09/2023,1817,Delhi,66.0,Q1,189328
Satya Papers,24/09/2021,4131,Delhi,76.0,Q1,218781
Satya Papers,23/09/2022,3639,Chennai,75.0,Q1,198919
Infosys,25/08/2023,3869,Bangalore,98.0,Q1,282906
Satya Papers,28/07/2023,2667,Mumbai,86.0,Q2,246608
Tata Group,27/10/2023,1477,Delhi,74.0,Q1,214104
Adani Group,06/01/2023,3378,Mumbai,96.0,Q2,275715
Satya Papers,09/06/2023,4749,Delhi,107.0,Q3,308545
Infosys,01/01/2021,1446,Kolkata,94.0,Q2,248181
Infosys,10/02/2023,1740,Chennai,71.0,Q2,186982
Reliance Industries,11/02/2022,3467,Bangalore,89.0,Q2,257057
Tata Group,04/08/2023,4034,Delhi,83.0,Q1,237685
Tata Group,07/01/2022,1239,Delhi,71.0,Q2,203125
Infosys,28/01/2022,4512,Delhi,87.0,Q1,250530
Infosys,07/01/2022,1686,Mumbai,90.0,Q1,258770
Reliance Industries,24/11/2023,1561,Bangalore,38.0,Q1,108181
Adani Group,26/02/2021,2601,Chennai,82.0,Q1,217279
Adani Group,05/02/2021,3675,Mumbai,96.0,Q1,276282
Infosys,31/12/2021,1733,Chennai,93.0,Q2,245442
Adani Group,24/06/2022,1039,Kolkata,47.0,Q1,124052
Adani Group,17/06/2022,2436,Delhi,49.0,Q1,142290
Adani Group,06/01/2023,2089,Chennai,66.0,Q2,173061
Reliance Industries,01/01/2021,4229,Mumbai,90.0,Q2,258313
Infosys,24/03/2023,1483,Delhi,74.0,Q2,213927
Tata Group,15/10/2021,2504,Chennai,85.0,Q2,225587
Reliance Industries,07/07/2023,4416,Kolkata,119.0,Q3,313021
Reliance Industries,11/03/2022,2393,Mumbai,45.0,Q1,128348
Infosys,19/05/2023,4690,Bangalore,101.0,Q3,290551
Infosys,15/01/2021,2919,Kolkata,80.0,Q1,212479
Satya Papers,19/11/2021,2359,Mumbai,72.0,Q2,206201
Tata Group,15/01/2021,1727,Delhi,83.0,Q2,240462
Infosys,25/11/2022,3080,Bangalore,101.0,Q3,291436
Tata Group,22/04/2022,1757,Delhi,55.0,Q2,157321
Adani Group,11/08/2023,2893,Delhi,67.0,Q1,193702
Infosys,19/02/2021,2717,Bangalore,110.0,Q3,317550
Reliance Industries,01/07/2022,1892,Delhi,73.0,Q1,209527
Infosys,26/05/2023,4453,Delhi,120.0,Q3,346523
Tata Group,10/09/2021,4476,Mumbai,99.0,Q1,285947
Infosys,20/10/2023,1409,Delhi,67.0,Q1,193839
Tata Group,09/12/2022,1346,Chennai,59.0,Q1,154469
Infosys,27/05/2022,1470,Kolkata,60.0,Q2,158352
Tata Group,24/12/2021,4709,Mumbai,70.0,Q2,201890
Satya Papers,27/10/2023,2415,Delhi,47.0,Q1,135273
Adani Group,24/11/2023,2196,Bangalore,57.0,Q1,164450
Satya Papers,30/12/2022,4213,Bangalore,113.0,Q3,325746
Satya Papers,23/12/2022,1594,Bangalore,52.0,Q2,148557
Adani Group,17/03/2023,1266,Kolkata,37.0,Q1,96603
Tata Group,23/06/2023,4939,Bangalore,65.0,Q2,188148
Reliance Industries,09/07/2021,4121,Delhi,57.0,Q2,164683
Satya Papers,02/04/2021,3334,Mumbai,68.0,Q1,197153
Satya Papers,14/05/2021,2615,Mumbai,58.0,Q2,167609
Tata Group,04/03/2022,4248,Chennai,115.0,Q3,302749
Reliance Industries,14/01/2022,2349,Chennai,59.0,Q1,155569
Infosys,04/06/2021,4423,Delhi,63.0,Q1,181886
Satya Papers,17/02/2023,2724,Delhi,70.0,Q1,200829
Tata Group,10/12/2021,3177,Delhi,120.0,Q3,344851
Reliance Industries,02/04/2021,3901,Delhi,76.0,Q2,217645
Reliance Industries,06/10/2023,2823,Bangalore,100.0,Q3,288162
Tata Group,18/03/2022,4129,Bangalore,109.0,Q3,313506
Infosys,01/04/2022,3195,Kolkata,97.0,Q2,256722
Satya Papers,25/03/2022,1299,Mumbai,55.0,Q1,159067
Reliance Industries,25/08/2023,2242,Kolkata,91.0,Q1,239621
Satya Papers,28/05/2021,1722,Mumbai,67.0,Q2,192072
Infosys,17/11/2023,3271,Kolkata,89.0,Q1,235255
Infosys,01/12/2023,4507,Delhi,121.0,Q3,349326
Adani Group,04/06/2021,1207,Mumbai,75.0,Q1,217112
Reliance Industries,20/01/2023,2287,Delhi,49.0,Q1,141443
Infosys,20/01/2023,1471,Chennai,34.0,Q1,89044
Satya Papers,29/07/2022,4874,Delhi,77.0,Q1,221075
Reliance Industries,08/12/2023,1807,Kolkata,43.0,Q1,113721
Tata Group,09/07/2021,4629,Bangalore,99.0,Q1,285101
Reliance Industries,06/08/2021,2331,Bangalore,76.0,Q2,220204
Reliance Industries,27/08/2021,2632,Kolkata,73.0,Q1,193822
Satya Papers,21/07/2023,2483,Chennai,0.0,Q1,0
Satya Papers,19/02/2021,3521,Delhi,145.0,Q3,417160
Satya Papers,15/10/2021,2393,Delhi,71.0,Q2,204721
Tata Group,29/04/2022,2715,Mumbai,79.0,Q2,228648
Satya Papers,28/04/2023,2891,Kolkata,59.0,Q2,155453
Satya Papers,30/12/2022,4554,Mumbai,93.0,Q1,267592
Infosys,12/03/2021,1899,Bangalore,77.0,Q1,222346
Adani Group,10/03/2023,1819,Chennai,81.0,Q1,214056
Reliance Industries,04/06/2021,2777,Chennai,75.0,Q1,198860
Adani Group,12/03/2021,3408,Mumbai,100.0,Q2,287743
Tata Group,13/10/2023,2436,Chennai,72.0,Q2,189332
Reliance Industries,29/10/2021,1189,Mumbai,67.0,Q2,192306
Adani Group,16/12/2022,1946,Bangalore,75.0,Q1,217397
Infosys,24/09/2021,1770,Bangalore,64.0,Q2,184645
Infosys,29/04/2022,1506,Kolkata,29.0,Q1,76957
Infosys,19/08/2022,1886,Bangalore,85.0,Q2,244536
Infosys,01/12/2023,4060,Bangalore,77.0,Q2,222000
Satya Papers,12/05/2023,1883,Bangalore,86.0,Q1,248338
Infosys,09/06/2023,1564,Chennai,41.0,Q1,108298
Reliance Industries,02/12/2022,1115,Mumbai,30.0,Q1,86261
Adani Group,08/09/2023,4802,Mumbai,96.0,Q2,277493
Tata Group,30/09/2022,3543,Kolkata,70.0,Q1,185766
Tata Group,14/07/2023,2228,Delhi,68.0,Q2,196043
Adani Group,11/02/2022,3345,Chennai,117.0,Q3,308517
Satya Papers,19/11/2021,4326,Bangalore,60.0,Q2,173782
Adani Group,09/12/2022,1780,Delhi,60.0,Q1,172426
Satya Papers,08/12/2023,4226,Kolkata,86.0,Q2,225883
Adani Group,27/01/2023,1223,Mumbai,67.0,Q1,192441
Infosys,28/04/2023,3052,Chennai,95.0,Q1,251104
Reliance Industries,10/12/2021,1894,Chennai,89.0,Q2,234520
Tata Group,24/12/2021,2106,Chennai,80.0,Q2,210873
Satya Papers,04/03/2022,4136,Delhi,88.0,Q1,253134
Adani Group,31/03/2023,3999,Kolkata,77.0,Q1,203388
Infosys,30/09/2022,4240,Kolkata,118.0,Q3,310844
Infosys,11/11/2022,3322,Bangalore,92.0,Q2,265168
Adani Group,30/07/2021,1861,Kolkata,107.0,Q3,281402
Infosys,09/07/2021,1041,Chennai,54.0,Q1,143809
Satya Papers,07/04/2023,1127,Bangalore,30.0,Q1,86042
Adani Group,29/09/2023,1774,Chennai,97.0,Q2,255181
Satya Papers,30/12/2022,2610,Mumbai,66.0,Q1,189884
Infosys,06/01/2023,2400,Mumbai,28.0,Q1,81483
Infosys,22/12/2023,2291,Mumbai,47.0,Q1,134640
Satya Papers,26/11/2021,3923,Bangalore,122.0,Q3,350906
Tata Group,13/08/2021,3777,Kolkata,125.0,Q3,329348
Tata Group,08/04/2022,3507,Mumbai,87.0,Q1,250446
Tata Group,09/06/2023,1509,Delhi,101.0,Q3,290329
Reliance Industries,17/12/2021,3885,Kolkata,130.0,Q3,344337
Reliance Industries,02/06/2023,1104,Kolkata,79.0,Q2,207327
Adani Group,31/12/2021,3067,Kolkata,84.0,Q2,223051
Tata Group,19/08/2022,4563,Delhi,85.0,Q1,243465
Satya Papers,15/07/2022,4925,Mumbai,101.0,Q3,290866
Infosys,18/02/2022,2587,Kolkata,90.0,Q1,238342
Satya Papers,02/06/2023,4897,Mumbai,121.0,Q3,347352
Infosys,29/01/2021,4902,Delhi,142.0,Q3,408913
Tata Group,13/10/2023,2100,Chennai,58.0,Q1,154121
Adani Group,25/11/2022,1171,Delhi,48.0,Q1,137566
Satya Papers,03/03/2023,1584,Kolkata,93.0,Q2,246409
Infosys,29/09/2023,1867,Mumbai,63.0,Q2,180089
Tata Group,24/11/2023,1957,Bangalore,67.0,Q2,192034
Satya Papers,17/11/2023,3965,Bangalore,91.0,Q1,262374
Infosys,29/07/2022,4744,Delhi,92.0,Q1,264422
Infosys,27/08/2021,3507,Delhi,84.0,Q1,242856
Satya Papers,27/05/2022,2908,Delhi,73.0,Q2,210755
Infosys,21/01/2022,3292,Bangalore,84.0,Q1,242539
Tata Group,04/08/2023,2197,Delhi,70.0,Q1,201391
Tata Group,09/06/2023,4682,Delhi,95.0,Q2,272233
Adani Group,13/08/2021,3335,Bangalore,54.0,Q1,154563
Satya Papers,05/03/2021,4038,Kolkata,97.0,Q1,254871
Tata Group,02/04/2021,4871,Chennai,118.0,Q3,312090
Tata Group,03/02/2023,4340,Mumbai,85.0,Q2,245316
Reliance Industries,15/10/2021,1469,Kolkata,76.0,Q1,200767
Infosys,16/06/2023,1026,Mumbai,71.0,Q2,204270
Adani Group,21/04/2023,4291,Delhi,59.0,Q2,170735
Reliance Industries,08/01/2021,4121,Chennai,103.0,Q3,271499
Reliance Industries,17/02/2023,3193,Chennai,100.0,Q3,265194
Adani Group,15/12/2023,3960,Delhi,110.0,Q3,316134
Infosys,17/06/2022,3415,Bangalore,86.0,Q2,248268
Adani Group,01/12/2023,2562,Mumbai,78.0,Q2,223605
Reliance Industries,26/11/2021,1930,Chennai,108.0,Q3,285629
Infosys,02/07/2021,4996,Chennai,130.0,Q3,343058
Satya Papers,20/10/2023,3361,Delhi,71.0,Q1,203792
Satya Papers,07/07/2023,2601,Bangalore,71.0,Q1,203793
Reliance Industries,11/06/2021,2159,Bangalore,76.0,Q2,218554
Tata Group,26/05/2023,1641,Bangalore,53.0,Q1,151399
Adani Group,06/05/2022,1529,Delhi,53.0,Q1,151606
Satya Papers,10/02/2023,2450,Delhi,69.0,Q1,199183
Satya Papers,29/01/2021,4002,Delhi,111.0,Q3,319317
Adani Group,30/12/2022,1512,Delhi,35.0,Q1,99826
Infosys,26/05/2023,3497,Kolkata,123.0,Q3,325303
Reliance Industries,05/02/2021,1986,Chennai,76.0,Q1,200850
Infosys,25/02/2022,2423,Bangalore,93.0,Q1,268165
Infosys,16/07/2021,4187,Delhi,75.0,Q2,214629
Tata Group,29/01/2021,4587,Bangalore,104.0,Q3,300013
Reliance Industries,11/11/2022,4571,Kolkata,85.0,Q2,225401
Infosys,22/12/2023,3287,Chennai,41.0,Q1,108280
Reliance Industries,12/03/2021,4337,Delhi,132.0,Q3,381266
Tata Group,11/08/2023,3032,Delhi,112.0,Q3,321902
Satya Papers,22/04/2022,2183,Mumbai,45.0,Q1,129718
Tata Group,17/12/2021,2591,Delhi,68.0,Q1,196015
Reliance Industries,04/02/2022,4074,Kolkata,91.0,Q2,241140
Infosys,23/04/2021,2127,Chennai,97.0,Q1,254902
Reliance Industries,23/12/2022,1989,Bangalore,69.0,Q1,200155
Adani Group,21/04/2023,1293,Delhi,68.0,Q2,195106
Reliance Industries,15/09/2023,2827,Kolkata,88.0,Q2,231836
Reliance Industries,19/11/2021,2713,Delhi,58.0,Q2,168325
Infosys,01/04/2022,3262,Kolkata,78.0,Q2,206135
Tata Group,05/11/2021,2968,Bangalore,82.0,Q2,235479
Infosys,08/10/2021,3571,Delhi,77.0,Q2,223007
Tata Group,18/08/2023,1845,Mumbai,36.0,Q1,102326
Adani Group,26/03/2021,2005,Chennai,60.0,Q2,157167
Reliance Industries,01/07/2022,4908,Kolkata,103.0,Q3,270664
Reliance Industries,29/10/2021,4717,Kolkata,99.0,Q1,261258
Tata Group,14/05/2021,3743,Mumbai,117.0,Q3,338194
Adani Group,03/03/2023,3063,Chennai,113.0,Q3,298512
Infosys,25/02/2022,3664,Bangalore,103.0,Q3,297540
Satya Papers,27/10/2023,1514,Mumbai,83.0,Q2,239311
Tata Group,23/07/2021,4390,Mumbai,83.0,Q2,239465
Satya Papers,23/09/2022,2576,Delhi,24.0,Q1,70499
Tata Group,20/05/2022,2943,Kolkata,88.0,Q2,231058
Reliance Industries,27/05/2022,4975,Chennai,124.0,Q3,326845
Reliance Industries,20/05/2022,3832,Delhi,66.0,Q1,189222
Adani Group,24/11/2023,2568,Delhi,88.0,Q2,254382
Adani Group,26/08/2022,1958,Kolkata,66.0,Q2,174019
Tata Group,28/10/2022,4450,Mumbai,67.0,Q1,194145
Adani Group,10/09/2021,2247,Bangalore,102.0,Q3,293100
Adani Group,08/04/2022,2634,Bangalore,80.0,Q1,230628
Adani Group,02/07/2021,4519,Mumbai,91.0,Q1,262732
Infosys,11/02/2022,1574,Bangalore,79.0,Q2,226172
Satya Papers,18/03/2022,3884,Delhi,120.0,Q3,346899
Adani Group,30/06/2023,2238,Delhi,84.0,Q1,242902
Infosys,09/12/2022,2051,Chennai,59.0,Q1,156232
Satya Papers,11/08/2023,4539,Bangalore,120.0,Q3,344187
Reliance Industries,14/07/2023,3059,Delhi,96.0,Q1,276952
Tata Group,16/06/2023,4700,Chennai,90.0,Q1,237081
Reliance Industries,10/03/2023,1272,Bangalore,32.0,Q1,92602
Adani Group,29/04/2022,3061,Chennai,51.0,Q1,133508
Adani Group,28/07/2023,2788,Chennai,90.0,Q2,237352
Tata Group,15/04/2022,4521,Kolkata,94.0,Q1,247218
Reliance Industries,15/04/2022,1074,Delhi,64.0,Q1,184119
Satya Papers,21/04/2023,3557,Chennai,103.0,Q3,271516
Reliance Industries,22/09/2023,3700,Bangalore,121.0,Q3,348301
Reliance Industries,11/03/2022,4616,Delhi,86.0,Q1,248469
Infosys,29/10/2021,4207,Kolkata,106.0,Q3,279214
Reliance Industries,29/07/2022,1698,Kolkata,53.0,Q1,141030
Reliance Industries,06/08/2021,1732,Chennai,107.0,Q3,282107
Infosys,18/11/2022,2291,Mumbai,82.0,Q1,235722
Adani Group,11/06/2021,4181,Delhi,75.0,Q1,214930
Reliance Industries,08/04/2022,2168,Chennai,62.0,Q2,162702
Satya Papers,11/02/2022,3636,Kolkata,75.0,Q1,197138
Adani Group,18/11/2022,1930,Mumbai,56.0,Q1,161086
Infosys,24/03/2023,4919,Bangalore,89.0,Q1,256549
Adani Group,16/04/2021,4423,Delhi,68.0,Q1,195260
Reliance Industries,03/12/2021,3653,Mumbai,24.0,Q1,68668
Tata Group,16/07/2021,1363,Kolkata,50.0,Q1,131201
Tata Group,26/02/2021,4836,Chennai,88.0,Q1,231700
Tata Group,21/05/2021,3976,Delhi,98.0,Q2,283391
Satya Papers,03/09/2021,3709,Kolkata,94.0,Q1,248064
Tata Group,18/08/2023,2809,Chennai,101.0,Q3,265342
Adani Group,24/02/2023,2887,Delhi,97.0,Q2,277946
Reliance Industries,30/07/2021,2907,Bangalore,59.0,Q2,168567
Satya Papers,02/07/2021,4132,Chennai,126.0,Q3,333747
Infosys,23/09/2022,3259,Delhi,84.0,Q1,241892
Satya Papers,06/05/2022,3495,Mumbai,99.0,Q1,286488
Infosys,05/03/2021,4773,Kolkata,79.0,Q2,208009
Reliance Industries,11/02/2022,2597,Kolkata,52.0,Q1,137143
Infosys,10/12/2021,2182,Kolkata,38.0,Q1,101184
Tata Group,17/03/2023,3441,Chennai,78.0,Q2,204952
Infosys,09/09/2022,1619,Chennai,83.0,Q2,220214
Infosys,07/04/2023,4436,Delhi,122.0,Q3,350204
Tata Group,02/06/2023,4458,Bangalore,100.0,Q3,289345
Satya Papers,06/01/2023,2715,Kolkata,88.0,Q2,231840
Adani Group,24/12/2021,3804,Chennai,47.0,Q1,123454
Adani Group,05/03/2021,3666,Kolkata,107.0,Q3,283744
Tata Group,31/03/2023,4224,Mumbai,128.0,Q3,369845
Reliance Industries,11/08/2023,3738,Kolkata,87.0,Q2,228590
Tata Group,27/08/2021,3865,Bangalore,68.0,Q1,195871
Reliance Industries,24/12/2021,4324,Mumbai,85.0,Q1,244000
Tata Group,25/08/2023,4741,Mumbai,116.0,Q3,335006
Tata Group,03/11/2023,3986,Kolkata,122.0,Q3,320850
Infosys,14/07/2023,1900,Chennai,99.0,Q2,262386
Tata Group,22/12/2023,1614,Kolkata,53.0,Q1,138894
Adani Group,30/07/2021,3758,Chennai,75.0,Q1,198466
Adani Group,24/12/2021,2098,Bangalore,49.0,Q1,141279
Infosys,05/03/2021,4395,Chennai,95.0,Q2,251094
Adani Group,11/11/2022,4114,Bangalore,79.0,Q1,226274
Adani Group,09/06/2023,3504,Bangalore,125.0,Q3,360816
Infosys,12/05/2023,1106,Delhi,22.0,Q1,63785
Infosys,08/10/2021,3395,Bangalore,114.0,Q3,327872
Reliance Industries,17/03/2023,1839,Kolkata,82.0,Q2,217341
Reliance Industries,26/11/2021,4163,Kolkata,99.0,Q2,260897
Satya Papers,14/07/2023,2695,Kolkata,94.0,Q1,248772
Satya Papers,18/03/2022,2287,Chennai,47.0,Q1,123290
Satya Papers,20/10/2023,2230,Delhi,53.0,Q1,151434
Adani Group,09/06/2023,1427,Bangalore,35.0,Q1,100501
Reliance Industries,28/04/2023,3672,Delhi,107.0,Q3,307283
Reliance Industries,29/07/2022,1908,Bangalore,76.0,Q2,220033
Reliance Industries,23/07/2021,3976,Delhi,103.0,Q3,296175
Tata Group,14/07/2023,3013,Chennai,119.0,Q3,313820
Satya Papers,24/09/2021,2985,Chennai,86.0,Q1,228065
Tata Group,30/07/2021,4817,Mumbai,81.0,Q1,232417
Reliance Industries,17/03/2023,1209,Bangalore,60.0,Q2,173098
Adani Group,05/05/2023,3335,Bangalore,70.0,Q1,201008
Satya Papers,05/03/2021,4451,Mumbai,89.0,Q2,257363
Infosys,27/01/2023,4766,Bangalore,89.0,Q2,256712
Reliance Industries,29/09/2023,3685,Chennai,99.0,Q2,262100
Reliance Industries,02/09/2022,1576,Mumbai,76.0,Q1,219183
Adani Group,19/08/2022,3534,Kolkata,95.0,Q1,250180
